#CHROM	FROM	TO	RLC_tag
MTB_anc	427088	427089	!RLC
MTB_anc	427098	427110	!RLC
MTB_anc	427310	427325	!RLC
MTB_anc	427359	427374	!RLC
MTB_anc	456207	456210	!RLC
MTB_anc	456211	456212	!RLC
MTB_anc	496254	496354	!RLC
MTB_anc	531556	531558	!RLC
MTB_anc	531559	531562	!RLC
MTB_anc	569820	569876	!RLC
MTB_anc	569896	569897	!RLC
MTB_anc	569899	569901	!RLC
MTB_anc	569917	569978	!RLC
MTB_anc	577285	577496	!RLC
MTB_anc	580581	580808	!RLC
MTB_anc	595373	595374	!RLC
MTB_anc	606696	606698	!RLC
MTB_anc	606702	607781	!RLC
MTB_anc	607793	607798	!RLC
MTB_anc	623230	624417	!RLC
MTB_anc	663428	663429	!RLC
MTB_anc	672009	672011	!RLC
MTB_anc	672014	672070	!RLC
MTB_anc	672104	672108	!RLC
MTB_anc	672161	672246	!RLC
MTB_anc	672265	672274	!RLC
MTB_anc	672443	672462	!RLC
MTB_anc	672477	672524	!RLC
MTB_anc	672532	672563	!RLC
MTB_anc	672648	672805	!RLC
MTB_anc	672827	672919	!RLC
MTB_anc	672945	672951	!RLC
MTB_anc	672955	672959	!RLC
MTB_anc	673102	673134	!RLC
MTB_anc	673135	673623	!RLC
MTB_anc	673635	673637	!RLC
MTB_anc	673647	673668	!RLC
MTB_anc	673989	673991	!RLC
MTB_anc	673992	673995	!RLC
MTB_anc	674121	674132	!RLC
MTB_anc	674142	674163	!RLC
MTB_anc	674218	674220	!RLC
MTB_anc	674227	674233	!RLC
MTB_anc	674240	674272	!RLC
MTB_anc	674311	674319	!RLC
MTB_anc	674343	674358	!RLC
MTB_anc	674434	674507	!RLC
MTB_anc	674546	674556	!RLC
MTB_anc	674780	675029	!RLC
MTB_anc	675034	675405	!RLC
MTB_anc	699610	699640	!RLC
MTB_anc	725208	725233	!RLC
MTB_anc	735079	735081	!RLC
MTB_anc	742596	742634	!RLC
MTB_anc	767365	767366	!RLC
MTB_anc	767367	767371	!RLC
MTB_anc	806193	806194	!RLC
MTB_anc	806195	806199	!RLC
MTB_anc	806202	806219	!RLC
MTB_anc	831965	832028	!RLC
MTB_anc	832980	833508	!RLC
MTB_anc	833514	833517	!RLC
MTB_anc	833529	833539	!RLC
MTB_anc	835700	838052	!RLC
MTB_anc	838450	840856	!RLC
MTB_anc	844884	844888	!RLC
MTB_anc	846903	846905	!RLC
MTB_anc	888762	891269	!RLC
MTB_anc	891281	891287	!RLC
MTB_anc	908408	909107	!RLC
MTB_anc	909122	909128	!RLC
MTB_anc	925370	926393	!RLC
MTB_anc	926626	927518	!RLC
MTB_anc	928675	928791	!RLC
MTB_anc	928868	928936	!RLC
MTB_anc	929015	929360	!RLC
MTB_anc	929367	929373	!RLC
MTB_anc	929463	929470	!RLC
MTB_anc	929476	929605	!RLC
MTB_anc	929666	929961	!RLC
MTB_anc	960216	960217	!RLC
MTB_anc	964633	964660	!RLC
MTB_anc	964679	964707	!RLC
MTB_anc	964776	964893	!RLC
MTB_anc	964931	965006	!RLC
MTB_anc	969615	969752	!RLC
MTB_anc	973762	973786	!RLC
MTB_anc	976897	976913	!RLC
MTB_anc	1000741	1000799	!RLC
MTB_anc	1025867	1025899	!RLC
MTB_anc	1025901	1025904	!RLC
MTB_anc	1056823	1056824	!RLC
MTB_anc	1056825	1056829	!RLC
MTB_anc	1064072	1064074	!RLC
MTB_anc	1064079	1064083	!RLC
MTB_anc	1064091	1064099	!RLC
MTB_anc	1066998	1067002	!RLC
MTB_anc	1070325	1070330	!RLC
MTB_anc	1090782	1090783	!RLC
MTB_anc	1090788	1090789	!RLC
MTB_anc	1090790	1090793	!RLC
MTB_anc	1090803	1090814	!RLC
MTB_anc	1090938	1090940	!RLC
MTB_anc	1090957	1091137	!RLC
MTB_anc	1091147	1091152	!RLC
MTB_anc	1091362	1091368	!RLC
MTB_anc	1091373	1091379	!RLC
MTB_anc	1091388	1091846	!RLC
MTB_anc	1091888	1092021	!RLC
MTB_anc	1092056	1092089	!RLC
MTB_anc	1092102	1092104	!RLC
MTB_anc	1092246	1092263	!RLC
MTB_anc	1093755	1094257	!RLC
MTB_anc	1095623	1095871	!RLC
MTB_anc	1095947	1096415	!RLC
MTB_anc	1096469	1096470	!RLC
MTB_anc	1096486	1096487	!RLC
MTB_anc	1133280	1133283	!RLC
MTB_anc	1145287	1145317	!RLC
MTB_anc	1164832	1165521	!RLC
MTB_anc	1169504	1170502	!RLC
MTB_anc	1170525	1170526	!RLC
MTB_anc	1188524	1188557	!RLC
MTB_anc	1188561	1188908	!RLC
MTB_anc	1188949	1188955	!RLC
MTB_anc	1188972	1189045	!RLC
MTB_anc	1189073	1189075	!RLC
MTB_anc	1189081	1189157	!RLC
MTB_anc	1189158	1189900	!RLC
MTB_anc	1190864	1190865	!RLC
MTB_anc	1190877	1190881	!RLC
MTB_anc	1190969	1191112	!RLC
MTB_anc	1191248	1191277	!RLC
MTB_anc	1191287	1191681	!RLC
MTB_anc	1200523	1200544	!RLC
MTB_anc	1203334	1203396	!RLC
MTB_anc	1211559	1213863	!RLC
MTB_anc	1216951	1217162	!RLC
MTB_anc	1217167	1217181	!RLC
MTB_anc	1217416	1217422	!RLC
MTB_anc	1217423	1218426	!RLC
MTB_anc	1218436	1218676	!RLC
MTB_anc	1218702	1218703	!RLC
MTB_anc	1218968	1218970	!RLC
MTB_anc	1224338	1224340	!RLC
MTB_anc	1224341	1224345	!RLC
MTB_anc	1224348	1224350	!RLC
MTB_anc	1224356	1224357	!RLC
MTB_anc	1276380	1276424	!RLC
MTB_anc	1276431	1276432	!RLC
MTB_anc	1276770	1276771	!RLC
MTB_anc	1276773	1276774	!RLC
MTB_anc	1276785	1277869	!RLC
MTB_anc	1277870	1278555	!RLC
MTB_anc	1283487	1283493	!RLC
MTB_anc	1283512	1283548	!RLC
MTB_anc	1283554	1283562	!RLC
MTB_anc	1305494	1305556	!RLC
MTB_anc	1305592	1305654	!RLC
MTB_anc	1313129	1313134	!RLC
MTB_anc	1313384	1313385	!RLC
MTB_anc	1313389	1313394	!RLC
MTB_anc	1335476	1335507	!RLC
MTB_anc	1335508	1335513	!RLC
MTB_anc	1340656	1340657	!RLC
MTB_anc	1340666	1340667	!RLC
MTB_anc	1341517	1342651	!RLC
MTB_anc	1363470	1363471	!RLC
MTB_anc	1385096	1385437	!RLC
MTB_anc	1385572	1385580	!RLC
MTB_anc	1385586	1385667	!RLC
MTB_anc	1385669	1385672	!RLC
MTB_anc	1386008	1386036	!RLC
MTB_anc	1386073	1386081	!RLC
MTB_anc	1386112	1386113	!RLC
MTB_anc	1386118	1386121	!RLC
MTB_anc	1386125	1386129	!RLC
MTB_anc	1386136	1386140	!RLC
MTB_anc	1414620	1414621	!RLC
MTB_anc	1414628	1414629	!RLC
MTB_anc	1414643	1414644	!RLC
MTB_anc	1414652	1414653	!RLC
MTB_anc	1443427	1443428	!RLC
MTB_anc	1445086	1445117	!RLC
MTB_anc	1445118	1445121	!RLC
MTB_anc	1451778	1451995	!RLC
MTB_anc	1468425	1469402	!RLC
MTB_anc	1480944	1480945	!RLC
MTB_anc	1480947	1481670	!RLC
MTB_anc	1488082	1488126	!RLC
MTB_anc	1488383	1488410	!RLC
MTB_anc	1488413	1488420	!RLC
MTB_anc	1488429	1488757	!RLC
MTB_anc	1488760	1488766	!RLC
MTB_anc	1488776	1488788	!RLC
MTB_anc	1488791	1488794	!RLC
MTB_anc	1488807	1488810	!RLC
MTB_anc	1488813	1488839	!RLC
MTB_anc	1488843	1488848	!RLC
MTB_anc	1488896	1489512	!RLC
MTB_anc	1524571	1524574	!RLC
MTB_anc	1541946	1543431	!RLC
MTB_anc	1543453	1543457	!RLC
MTB_anc	1543462	1543480	!RLC
MTB_anc	1568059	1568087	!RLC
MTB_anc	1572184	1572482	!RLC
MTB_anc	1572499	1572621	!RLC
MTB_anc	1572744	1573416	!RLC
MTB_anc	1612620	1612621	!RLC
MTB_anc	1612623	1612624	!RLC
MTB_anc	1612647	1612648	!RLC
MTB_anc	1618208	1619684	!RLC
MTB_anc	1630814	1630825	!RLC
MTB_anc	1630827	1630837	!RLC
MTB_anc	1630839	1630872	!RLC
MTB_anc	1630874	1630875	!RLC
MTB_anc	1630996	1631066	!RLC
MTB_anc	1631391	1631908	!RLC
MTB_anc	1631936	1631955	!RLC
MTB_anc	1632218	1632220	!RLC
MTB_anc	1632231	1632289	!RLC
MTB_anc	1632355	1632775	!RLC
MTB_anc	1632790	1632795	!RLC
MTB_anc	1632856	1632858	!RLC
MTB_anc	1633191	1634631	!RLC
MTB_anc	1634632	1634633	!RLC
MTB_anc	1636003	1638229	!RLC
MTB_anc	1638234	1638235	!RLC
MTB_anc	1638237	1638238	!RLC
MTB_anc	1644361	1644362	!RLC
MTB_anc	1655670	1655721	!RLC
MTB_anc	1655814	1655815	!RLC
MTB_anc	1656096	1656098	!RLC
MTB_anc	1656099	1656208	!RLC
MTB_anc	1779266	1789687	!RLC
MTB_anc	1789712	1789713	!RLC
MTB_anc	1789794	1789795	!RLC
MTB_anc	1789797	1789798	!RLC
MTB_anc	1828812	1828831	!RLC
MTB_anc	1828832	1828843	!RLC
MTB_anc	1863481	1863575	!RLC
MTB_anc	1863723	1863733	!RLC
MTB_anc	1864008	1864112	!RLC
MTB_anc	1864256	1864323	!RLC
MTB_anc	1864394	1864468	!RLC
MTB_anc	1864554	1864567	!RLC
MTB_anc	1864568	1864580	!RLC
MTB_anc	1864702	1864872	!RLC
MTB_anc	1864885	1864924	!RLC
MTB_anc	1879425	1879426	!RLC
MTB_anc	1879494	1879503	!RLC
MTB_anc	1879504	1879619	!RLC
MTB_anc	1879631	1879638	!RLC
MTB_anc	1879650	1879659	!RLC
MTB_anc	1895352	1895498	!RLC
MTB_anc	1914970	1914986	!RLC
MTB_anc	1914987	1914995	!RLC
MTB_anc	1914998	1914999	!RLC
MTB_anc	1955581	1955615	!RLC
MTB_anc	1955638	1955672	!RLC
MTB_anc	1981613	1984775	!RLC
MTB_anc	1987701	1989057	!RLC
MTB_anc	1989982	1990093	!RLC
MTB_anc	1990109	1990114	!RLC
MTB_anc	1990322	1990823	!RLC
MTB_anc	1991181	1991432	!RLC
MTB_anc	1991569	1992029	!RLC
MTB_anc	1992055	1992058	!RLC
MTB_anc	1996100	1998415	!RLC
MTB_anc	2001205	2001716	!RLC
MTB_anc	2002029	2002036	!RLC
MTB_anc	2002125	2002328	!RLC
MTB_anc	2002405	2002406	!RLC
MTB_anc	2025567	2025585	!RLC
MTB_anc	2025587	2025612	!RLC
MTB_anc	2025615	2025847	!RLC
MTB_anc	2025892	2026163	!RLC
MTB_anc	2028425	2028971	!RLC
MTB_anc	2045048	2045107	!RLC
MTB_anc	2045963	2045964	!RLC
MTB_anc	2045969	2045970	!RLC
MTB_anc	2046100	2046195	!RLC
MTB_anc	2061412	2061430	!RLC
MTB_anc	2061431	2062159	!RLC
MTB_anc	2074435	2074840	!RLC
MTB_anc	2088461	2088499	!RLC
MTB_anc	2088773	2088933	!RLC
MTB_anc	2088946	2088949	!RLC
MTB_anc	2096825	2096840	!RLC
MTB_anc	2096843	2096849	!RLC
MTB_anc	2133474	2133475	!RLC
MTB_anc	2146058	2146132	!RLC
MTB_anc	2162931	2167311	!RLC
MTB_anc	2181376	2181412	!RLC
MTB_anc	2193009	2193021	!RLC
MTB_anc	2196149	2196474	!RLC
MTB_anc	2196714	2196715	!RLC
MTB_anc	2244992	2245020	!RLC
MTB_anc	2262251	2262252	!RLC
MTB_anc	2262256	2262269	!RLC
MTB_anc	2262278	2262963	!RLC
MTB_anc	2262972	2262973	!RLC
MTB_anc	2262979	2262982	!RLC
MTB_anc	2266486	2266487	!RLC
MTB_anc	2266507	2266508	!RLC
MTB_anc	2266516	2266517	!RLC
MTB_anc	2266549	2266550	!RLC
MTB_anc	2266552	2266553	!RLC
MTB_anc	2266582	2266583	!RLC
MTB_anc	2266597	2266598	!RLC
MTB_anc	2266603	2266604	!RLC
MTB_anc	2266623	2266624	!RLC
MTB_anc	2268721	2268725	!RLC
MTB_anc	2299384	2299386	!RLC
MTB_anc	2299390	2299928	!RLC
MTB_anc	2301702	2301704	!RLC
MTB_anc	2301707	2302099	!RLC
MTB_anc	2302112	2302120	!RLC
MTB_anc	2302125	2302227	!RLC
MTB_anc	2302230	2302231	!RLC
MTB_anc	2302272	2302275	!RLC
MTB_anc	2302283	2302285	!RLC
MTB_anc	2305466	2306065	!RLC
MTB_anc	2306447	2306452	!RLC
MTB_anc	2317128	2317129	!RLC
MTB_anc	2317135	2317136	!RLC
MTB_anc	2329858	2330072	!RLC
MTB_anc	2338206	2338215	!RLC
MTB_anc	2338216	2338217	!RLC
MTB_anc	2338415	2338416	!RLC
MTB_anc	2338421	2338422	!RLC
MTB_anc	2338424	2338425	!RLC
MTB_anc	2338427	2338428	!RLC
MTB_anc	2338430	2338431	!RLC
MTB_anc	2338433	2338434	!RLC
MTB_anc	2338456	2338457	!RLC
MTB_anc	2338676	2338677	!RLC
MTB_anc	2338678	2338679	!RLC
MTB_anc	2338691	2338692	!RLC
MTB_anc	2338700	2338702	!RLC
MTB_anc	2338703	2338704	!RLC
MTB_anc	2338706	2338707	!RLC
MTB_anc	2338715	2338716	!RLC
MTB_anc	2338719	2338720	!RLC
MTB_anc	2339512	2339573	!RLC
MTB_anc	2339888	2340051	!RLC
MTB_anc	2347407	2347613	!RLC
MTB_anc	2356873	2356918	!RLC
MTB_anc	2356927	2356933	!RLC
MTB_anc	2357181	2357185	!RLC
MTB_anc	2357249	2357268	!RLC
MTB_anc	2357291	2357297	!RLC
MTB_anc	2357314	2357321	!RLC
MTB_anc	2357417	2357420	!RLC
MTB_anc	2357426	2357607	!RLC
MTB_anc	2360650	2360660	!RLC
MTB_anc	2360730	2360740	!RLC
MTB_anc	2361908	2361909	!RLC
MTB_anc	2363680	2363682	!RLC
MTB_anc	2365410	2366766	!RLC
MTB_anc	2366768	2366772	!RLC
MTB_anc	2366889	2366967	!RLC
MTB_anc	2367028	2367060	!RLC
MTB_anc	2372549	2372560	!RLC
MTB_anc	2380217	2380261	!RLC
MTB_anc	2387281	2387659	!RLC
MTB_anc	2401824	2401869	!RLC
MTB_anc	2401883	2401927	!RLC
MTB_anc	2423424	2423425	!RLC
MTB_anc	2423526	2423687	!RLC
MTB_anc	2423705	2423775	!RLC
MTB_anc	2423789	2424293	!RLC
MTB_anc	2430113	2430116	!RLC
MTB_anc	2431471	2431474	!RLC
MTB_anc	2449219	2449221	!RLC
MTB_anc	2461325	2461382	!RLC
MTB_anc	2461398	2461401	!RLC
MTB_anc	2461402	2461425	!RLC
MTB_anc	2462528	2462594	!RLC
MTB_anc	2466995	2467029	!RLC
MTB_anc	2470043	2470086	!RLC
MTB_anc	2522186	2522192	!RLC
MTB_anc	2522194	2522219	!RLC
MTB_anc	2523189	2523219	!RLC
MTB_anc	2531897	2532244	!RLC
MTB_anc	2550008	2551371	!RLC
MTB_anc	2631598	2631599	!RLC
MTB_anc	2631619	2631620	!RLC
MTB_anc	2632922	2636977	!RLC
MTB_anc	2638985	2639613	!RLC
MTB_anc	2651435	2651440	!RLC
MTB_anc	2651445	2651447	!RLC
MTB_anc	2693239	2693589	!RLC
MTB_anc	2693609	2693854	!RLC
MTB_anc	2700488	2700489	!RLC
MTB_anc	2700496	2700498	!RLC
MTB_anc	2700501	2700502	!RLC
MTB_anc	2704885	2704886	!RLC
MTB_anc	2721012	2721013	!RLC
MTB_anc	2724201	2724221	!RLC
MTB_anc	2729618	2729620	!RLC
MTB_anc	2729832	2729834	!RLC
MTB_anc	2740574	2740601	!RLC
MTB_anc	2785969	2785974	!RLC
MTB_anc	2795376	2795395	!RLC
MTB_anc	2795561	2795578	!RLC
MTB_anc	2795854	2795868	!RLC
MTB_anc	2795872	2795941	!RLC
MTB_anc	2795948	2795950	!RLC
MTB_anc	2795958	2795972	!RLC
MTB_anc	2795976	2795977	!RLC
MTB_anc	2796483	2796488	!RLC
MTB_anc	2796490	2796492	!RLC
MTB_anc	2796747	2796761	!RLC
MTB_anc	2801405	2801452	!RLC
MTB_anc	2801456	2801471	!RLC
MTB_anc	2801822	2802329	!RLC
MTB_anc	2802330	2802331	!RLC
MTB_anc	2802743	2802850	!RLC
MTB_anc	2802853	2803103	!RLC
MTB_anc	2803112	2803113	!RLC
MTB_anc	2803467	2803712	!RLC
MTB_anc	2803721	2803725	!RLC
MTB_anc	2803726	2803773	!RLC
MTB_anc	2803777	2803783	!RLC
MTB_anc	2803863	2803883	!RLC
MTB_anc	2804375	2804706	!RLC
MTB_anc	2804720	2804723	!RLC
MTB_anc	2804746	2804750	!RLC
MTB_anc	2804813	2804823	!RLC
MTB_anc	2804906	2805754	!RLC
MTB_anc	2822573	2822586	!RLC
MTB_anc	2822617	2822669	!RLC
MTB_anc	2828709	2828711	!RLC
MTB_anc	2828729	2829758	!RLC
MTB_anc	2829764	2829777	!RLC
MTB_anc	2866550	2866551	!RLC
MTB_anc	2866568	2866569	!RLC
MTB_anc	2866577	2866578	!RLC
MTB_anc	2866579	2866580	!RLC
MTB_anc	2866606	2866607	!RLC
MTB_anc	2866646	2866647	!RLC
MTB_anc	2866670	2866671	!RLC
MTB_anc	2866676	2866677	!RLC
MTB_anc	2866862	2866863	!RLC
MTB_anc	2866875	2866876	!RLC
MTB_anc	2866879	2866880	!RLC
MTB_anc	2866881	2867786	!RLC
MTB_anc	2880155	2880261	!RLC
MTB_anc	2887448	2887449	!RLC
MTB_anc	2922097	2922119	!RLC
MTB_anc	2922181	2922254	!RLC
MTB_anc	2922357	2922373	!RLC
MTB_anc	2922436	2922459	!RLC
MTB_anc	2922725	2922835	!RLC
MTB_anc	2922867	2922930	!RLC
MTB_anc	2922937	2922960	!RLC
MTB_anc	2943754	2943801	!RLC
MTB_anc	2944205	2944970	!RLC
MTB_anc	2945003	2945004	!RLC
MTB_anc	2960226	2960592	!RLC
MTB_anc	2960877	2960880	!RLC
MTB_anc	2960929	2961063	!RLC
MTB_anc	2961069	2961071	!RLC
MTB_anc	2961078	2961083	!RLC
MTB_anc	2961085	2961231	!RLC
MTB_anc	2961334	2961341	!RLC
MTB_anc	2961355	2961356	!RLC
MTB_anc	2961366	2961401	!RLC
MTB_anc	2961409	2961412	!RLC
MTB_anc	2961446	2961938	!RLC
MTB_anc	2961961	2961962	!RLC
MTB_anc	2972105	2972108	!RLC
MTB_anc	2973463	2973466	!RLC
MTB_anc	2980970	2980998	!RLC
MTB_anc	2983159	2983631	!RLC
MTB_anc	2989950	2989952	!RLC
MTB_anc	2996003	2996054	!RLC
MTB_anc	3026262	3026284	!RLC
MTB_anc	3054576	3054577	!RLC
MTB_anc	3054578	3054941	!RLC
MTB_anc	3054952	3055236	!RLC
MTB_anc	3059799	3059811	!RLC
MTB_anc	3059812	3059829	!RLC
MTB_anc	3105013	3105014	!RLC
MTB_anc	3112312	3112313	!RLC
MTB_anc	3112459	3112460	!RLC
MTB_anc	3119560	3119563	!RLC
MTB_anc	3119566	3122702	!RLC
MTB_anc	3122810	3122918	!RLC
MTB_anc	3122931	3122942	!RLC
MTB_anc	3122948	3122954	!RLC
MTB_anc	3123027	3123283	!RLC
MTB_anc	3123316	3123353	!RLC
MTB_anc	3123422	3123424	!RLC
MTB_anc	3135953	3135985	!RLC
MTB_anc	3147107	3147108	!RLC
MTB_anc	3147110	3147119	!RLC
MTB_anc	3155882	3155936	!RLC
MTB_anc	3155978	3156089	!RLC
MTB_anc	3162806	3162923	!RLC
MTB_anc	3163500	3163548	!RLC
MTB_anc	3163615	3163617	!RLC
MTB_anc	3163619	3163693	!RLC
MTB_anc	3163709	3164033	!RLC
MTB_anc	3192198	3192251	!RLC
MTB_anc	3194705	3194708	!RLC
MTB_anc	3194791	3194794	!RLC
MTB_anc	3232506	3232870	!RLC
MTB_anc	3239470	3239525	!RLC
MTB_anc	3239564	3239587	!RLC
MTB_anc	3247864	3247869	!RLC
MTB_anc	3248283	3248335	!RLC
MTB_anc	3253733	3253738	!RLC
MTB_anc	3258342	3258404	!RLC
MTB_anc	3266035	3266081	!RLC
MTB_anc	3281221	3281240	!RLC
MTB_anc	3307727	3307761	!RLC
MTB_anc	3336528	3336650	!RLC
MTB_anc	3336704	3336705	!RLC
MTB_anc	3336737	3336791	!RLC
MTB_anc	3348513	3348515	!RLC
MTB_anc	3369930	3369931	!RLC
MTB_anc	3369937	3369942	!RLC
MTB_anc	3376515	3376543	!RLC
MTB_anc	3378094	3378269	!RLC
MTB_anc	3379375	3380708	!RLC
MTB_anc	3381512	3382562	!RLC
MTB_anc	3415197	3415211	!RLC
MTB_anc	3463548	3463559	!RLC
MTB_anc	3481551	3481554	!RLC
MTB_anc	3481568	3482541	!RLC
MTB_anc	3482553	3482560	!RLC
MTB_anc	3482563	3482566	!RLC
MTB_anc	3482568	3482572	!RLC
MTB_anc	3484186	3484858	!RLC
MTB_anc	3484859	3484860	!RLC
MTB_anc	3501334	3501335	!RLC
MTB_anc	3502182	3502183	!RLC
MTB_anc	3502185	3502186	!RLC
MTB_anc	3502194	3502195	!RLC
MTB_anc	3502199	3502200	!RLC
MTB_anc	3502227	3502228	!RLC
MTB_anc	3502230	3502231	!RLC
MTB_anc	3502236	3502237	!RLC
MTB_anc	3502251	3502252	!RLC
MTB_anc	3528083	3528084	!RLC
MTB_anc	3528086	3528087	!RLC
MTB_anc	3528098	3528099	!RLC
MTB_anc	3528101	3528102	!RLC
MTB_anc	3528116	3528117	!RLC
MTB_anc	3528118	3528120	!RLC
MTB_anc	3528128	3528129	!RLC
MTB_anc	3528139	3528140	!RLC
MTB_anc	3528143	3528144	!RLC
MTB_anc	3528157	3528159	!RLC
MTB_anc	3528164	3528165	!RLC
MTB_anc	3528191	3528192	!RLC
MTB_anc	3528197	3528198	!RLC
MTB_anc	3528674	3528971	!RLC
MTB_anc	3528974	3529181	!RLC
MTB_anc	3537803	3537820	!RLC
MTB_anc	3551226	3552585	!RLC
MTB_anc	3552587	3554067	!RLC
MTB_anc	3558759	3558794	!RLC
MTB_anc	3590644	3590647	!RLC
MTB_anc	3590653	3590658	!RLC
MTB_anc	3590662	3590663	!RLC
MTB_anc	3590667	3590678	!RLC
MTB_anc	3590685	3590686	!RLC
MTB_anc	3594288	3594343	!RLC
MTB_anc	3594400	3594455	!RLC
MTB_anc	3595987	3596005	!RLC
MTB_anc	3617102	3617103	!RLC
MTB_anc	3663727	3663889	!RLC
MTB_anc	3707616	3707622	!RLC
MTB_anc	3710381	3712611	!RLC
MTB_anc	3730518	3730519	!RLC
MTB_anc	3730578	3730582	!RLC
MTB_anc	3730583	3732792	!RLC
MTB_anc	3735635	3736072	!RLC
MTB_anc	3736074	3736087	!RLC
MTB_anc	3736098	3736102	!RLC
MTB_anc	3736107	3736108	!RLC
MTB_anc	3737092	3737207	!RLC
MTB_anc	3737268	3737497	!RLC
MTB_anc	3737804	3737808	!RLC
MTB_anc	3737814	3737818	!RLC
MTB_anc	3737828	3737836	!RLC
MTB_anc	3737992	3738961	!RLC
MTB_anc	3738977	3738985	!RLC
MTB_anc	3739052	3739056	!RLC
MTB_anc	3739131	3739133	!RLC
MTB_anc	3739159	3739163	!RLC
MTB_anc	3739194	3739202	!RLC
MTB_anc	3739207	3739839	!RLC
MTB_anc	3739841	3739845	!RLC
MTB_anc	3739857	3739864	!RLC
MTB_anc	3739866	3739883	!RLC
MTB_anc	3739886	3739887	!RLC
MTB_anc	3740065	3740083	!RLC
MTB_anc	3740088	3740107	!RLC
MTB_anc	3740120	3740131	!RLC
MTB_anc	3740138	3740140	!RLC
MTB_anc	3740161	3740208	!RLC
MTB_anc	3740214	3740229	!RLC
MTB_anc	3740302	3740322	!RLC
MTB_anc	3740338	3740574	!RLC
MTB_anc	3740592	3740604	!RLC
MTB_anc	3740617	3740620	!RLC
MTB_anc	3740630	3740632	!RLC
MTB_anc	3740644	3740655	!RLC
MTB_anc	3740659	3740666	!RLC
MTB_anc	3740681	3740698	!RLC
MTB_anc	3740702	3740904	!RLC
MTB_anc	3740915	3740927	!RLC
MTB_anc	3741172	3741178	!RLC
MTB_anc	3741286	3741394	!RLC
MTB_anc	3741502	3741604	!RLC
MTB_anc	3741624	3741633	!RLC
MTB_anc	3741681	3741914	!RLC
MTB_anc	3741942	3742247	!RLC
MTB_anc	3742250	3742256	!RLC
MTB_anc	3742316	3742371	!RLC
MTB_anc	3743710	3753184	!RLC
MTB_anc	3753413	3754169	!RLC
MTB_anc	3754194	3754208	!RLC
MTB_anc	3766851	3766852	!RLC
MTB_anc	3779545	3779766	!RLC
MTB_anc	3779809	3779899	!RLC
MTB_anc	3779936	3779981	!RLC
MTB_anc	3780156	3780175	!RLC
MTB_anc	3794868	3796415	!RLC
MTB_anc	3802134	3803827	!RLC
MTB_anc	3820406	3820407	!RLC
MTB_anc	3820428	3820429	!RLC
MTB_anc	3820504	3820505	!RLC
MTB_anc	3820507	3820508	!RLC
MTB_anc	3820522	3820523	!RLC
MTB_anc	3820544	3820545	!RLC
MTB_anc	3841661	3841663	!RLC
MTB_anc	3842145	3842437	!RLC
MTB_anc	3842471	3842551	!RLC
MTB_anc	3843353	3843354	!RLC
MTB_anc	3843355	3843356	!RLC
MTB_anc	3843360	3843363	!RLC
MTB_anc	3843519	3843520	!RLC
MTB_anc	3843530	3843531	!RLC
